36, 0.688352
131, 5.54926
168, 19.4982
199, 30.1888
257, 4.63705
337, 3.23955
389, 25.952
443, 0.346042
520, -0.353822
602, -0.101885
678, -0.375831
777, 1.38964
814, 18.6781
871, -0.666327
958, -0.818321
1039, -0.701557
1123, -1.04174
1202, -1.39909
1287, -0.00502586
1371, 1.16641
1482, 5.6908
1520, 33.5795
1555, 28.317
1599, 4.08341
1670, 13.1188
1731, 36.2284
1781, 64.2062
1834, 3.03979
1922, 1.00149
2001, 0.190555
2080, -0.0820608
2157, -0.395504
2235, -0.680448
2313, -0.359078
2391, -0.484702
2469, -0.6464
2547, -0.197183
2626, -0.2071
2704, -0.234551
2781, 0.0207797
2860, 0.234921
2937, 0.469118
3037, 3.39463
3077, 1.91525
3159, 0.771679
3238, 0.909397
3333, 4.93937
3372, 34.8663
3414, 2.89547
3502, 1.91266
3582, 1.60051
3659, 1.37697
3737, 1.13435
3815, -0.572328
3957, 7.41347
4036, -0.772684
4113, -0.658877
4192, -0.865425
4270, -0.790515
4348, -0.349204
4426, -0.38558
4504, -0.230665
4628, 18.4921
4672, 1.12735
4756, 0.131612
4842, 0.119138
4936, 30.508
5020, 31.6509
5066, 23.4474
5108, 40.7266
5165, 25.5453
5216, 26.0176
5265, 28.2277
5314, 28.1902
5362, 24.8118
5409, 28.7525
5464, 23.3735
5512, 27.9111
5566, 20.2419
5616, 24.8236
5666, 23.7643
5713, 24.181
5762, 25.5925
5811, 22.9442
5864, 23.2028
5913, 22.7196
5962, 25.7821
6012, 24.187
6063, 22.8418
6114, 23.3008
6163, 25.1625
6211, 21.0931
6256, 23.9857
6303, 20.2468
6351, 21.8833
6401, 24.6199
6444, 1.1271
6553, 23.4982
6600, 29.014
6650, 70.9076
6718, 30.2633
6753, 31.1333
6794, 27.6741
6834, 33.2307
6897, 23.5768
6966, 25.9323
7056, 2.66988
7098, 37.4879
7148, 36.4811
7196, 33.2435
7246, 30.3506
7300, 29.9349
7347, 27.3675
7393, 27.4074
7437, 21.8928
7504, 23.7549
7543, 19.5896
7577, 25.635
7617, 26.2698
7660, 36.6951
7704, 33.8792
7744, 37.5214
7789, 33.088
7833, 28.2265
7876, 17.1118
7916, 17.7063
7954, 21.295
7994, 24.5015
8036, 33.0223
8086, 32.3474
8136, 33.794
8184, 26.8157
8227, 17.9673
8268, 20.0719
8310, 23.1631
8354, 24.4071
8401, 28.1277
8448, 26.7262
8495, 28.2485
8543, 29.5425
8591, 27.603
8637, 25.4783
8684, 19.7486
8726, 8.73949
8757, 3.79389
8790, 19.2727
8833, 21.67
8878, 27.5176
8928, 32.9192
8983, 34.7897
9035, 28.7839
9081, 18.4112
9123, 23.2172
9166, 18.1645
9209, 18.7114
9252, 19.5267
9290, 14.9853
9332, 24.6417
9377, 23.0785
9423, 26.7769
9471, 26.877
9518, 27.7124
9566, 27.1816
9613, 25.5324
9660, 24.5404
9703, 19.2106
9749, 23.3664
9792, 14.4573
9831, 15.8621
9870, 10.3905
9907, 5.75671
9966, 35.0258
10009, 7.57234
10057, 3.97578
10115, 34.0027
10161, 26.7921
10206, 24.9869
10255, 22.0619
10302, 17.9683
10346, 23.8707
10395, 24.8831
10441, 28.6319
10492, 24.7937
10544, 30.6843
10590, 24.9646
10636, 22.6788
10679, 23.3569
10723, 20.7952
10766, 21.151
10813, 22.6102
10859, 23.8014
10904, 22.7901
10951, 23.7953
10998, 23.2946
11044, 25.2896
11091, 22.9077
11136, 23.4123
11181, 20.3293
11225, 20.7711
11271, 22.152
11318, 23.9667
11369, 28.5961
11416, 20.2592
11458, 22.2917
11502, 21.7966
11550, 26.5358
11596, 18.9043
11639, 20.5679
11686, 23.03
11736, 24.8857
11782, 16.8033
11821, 1.11305
11857, 25.4971
11928, 30.4175
11978, 29.8907
12031, 22.2211
12130, 31.7803
12182, -0.19313
12273, 33.3001
12326, 33.6987
12381, 28.5437
12433, 21.9617
12478, 18.2642
12524, 17.4741
12570, 18.4161
12618, 20.6412
